Unnamed: 0_x,name,latitude,longitude,free_bikes,rental_name,rental_address,Unnamed: 0_y,poi_name,poi_lat,poi_lon,Name,Rating_yelp,Location,Rating_foursquare
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,168.0,Recasens,41.40234,2.199762,,,,
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,169.0,La Real,41.398516,2.203548,,,,
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,170.0,Parc del Centre del Poblenou,41.406713,2.20153,,,,
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,171.0,Enrique Tomás - Rambla de Poblenou,41.399474,2.203583,,,,
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,172.0,El Menjador de la Beckett,41.404701,2.199454,,,,
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,173.0,365 Obrador,41.399889,2.202561,,,,
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,174.0,Sala Beckett / Obrador Internacional de Dramatúrgia,41.404701,2.199454,,,,
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,175.0,Llevant Beach (Platja de Llevant),41.404462,2.218023,,,,
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,176.0,Timesburg,41.400764,2.199716,,,,
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,177.0,Kalamata,41.403926,2.198457,,,,
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,178.0,Pork & Tuna,41.406317,2.217006,,,,
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,179.0,Madrelievito,41.397627,2.203248,,,,
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,180.0,Vapiano,41.409859,2.21496,,,,
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,181.0,El Pipa,41.399727,2.200245,,,,
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,182.0,Hangar,41.408581,2.199539,,,,
3.0,"C/ RAMON TURRÓ, 292",41.403856,2.208426,1.0,,,183.0,Little Fern,41.402328,2.197571,,,,
4.0,"C/ DEL CANÓ, 1",41.40133,2.157444,5.0,,,184.0,Nabucco Tiramisu,41.400462,2.157752,,,,
4.0,"C/ DEL CANÓ, 1",41.40133,2.157444,5.0,,,185.0,Mr. Kakigori,41.400318,2.157905,,,,
4.0,"C/ DEL CANÓ, 1",41.40133,2.157444,5.0,,,186.0,La Vermu,41.400087,2.156809,,,,
4.0,"C/ DEL CANÓ, 1",41.40133,2.157444,5.0,,,187.0,Lluritu 2,41.402141,2.156289,,,,
4.0,"C/ DEL CANÓ, 1",41.40133,2.157444,5.0,,,188.0,La Xula Taperia,41.402387,2.158577,,,,
4.0,"C/ DEL CANÓ, 1",41.40133,2.157444,5.0,,,189.0,Syra Coffee,41.400981,2.159596,,,,
4.0,"C/ DEL CANÓ, 1",41.40133,2.157444,5.0,,,190.0,Messié Pizza 100% Sense Gluten,41.401055,2.159709,,,,
4.0,"C/ DEL CANÓ, 1",41.40133,2.157444,5.0,,,191.0,Hibernian,41.401977,2.154603,,,,
4.0,"C/ DEL CANÓ, 1",41.40133,2.157444,5.0,,,192.0,Botafumeiro,41.4004,2.154557,,,,
4.0,"C/ DEL CANÓ, 1",41.40133,2.157444,5.0,,,193.0,Quinoa Bar Vegetarià,41.402792,2.160063,,,,
4.0,"C/ DEL CANÓ, 1",41.40133,2.157444,5.0,,,194.0,Haiku,41.401728,2.154101,,,,
4.0,"C/ DEL CANÓ, 1",41.40133,2.157444,5.0,,,195.0,La Antigua de Mexico,41.403876,2.158428,,,,
4.0,"C/ DEL CANÓ, 1",41.40133,2.157444,5.0,,,196.0,Cine Verdi,41.403954,2.156811,,,,
4.0,"C/ DEL CANÓ, 1",41.40133,2.157444,5.0,,,197.0,A Casa Portuguesa,41.403823,2.155991,,,,
4.0,"C/ DEL CANÓ, 1",41.40133,2.157444,5.0,,,198.0,Verdi Park,41.404377,2.157703,,,,
4.0,"C/ DEL CANÓ, 1",41.40133,2.157444,5.0,,,199.0,Bar Salvatge,41.404416,2.156316,,,,
4.0,"C/ DEL CANÓ, 1",41.40133,2.157444,5.0,,,200.0,Can Luc,41.400387,2.153421,,,,
4.0,"C/ DEL CANÓ, 1",41.40133,2.157444,5.0,,,201.0,Macchina Pasta Bar,41.402995,2.153613,,,,
4.0,"C/ DEL CANÓ, 1",41.40133,2.157444,5.0,,,202.0,Mercat de la Llibertat,41.399795,2.153573,,,,
4.0,"C/ DEL CANÓ, 1",41.40133,2.157444,5.0,,,203.0,Be House,41.397919,2.159024,,,,
4.0,"C/ DEL CANÓ, 1",41.40133,2.157444,5.0,,,204.0,SlowMov,41.398136,2.154765,,,,
4.0,"C/ DEL CANÓ, 1",41.40133,2.157444,5.0,,,205.0,Old Fashioned,41.398037,2.159761,,,,
4.0,"C/ DEL CANÓ, 1",41.40133,2.157444,5.0,,,206.0,Chök,41.405256,2.157245,,,,
4.0,"C/ DEL CANÓ, 1",41.40133,2.157444,5.0,,,207.0,Casa López,41.404733,2.155021,,,,
4.0,"C/ DEL CANÓ, 1",41.40133,2.157444,5.0,,,208.0,Kibuka,41.404864,2.155841,,,,
4.0,"C/ DEL CANÓ, 1",41.40133,2.157444,5.0,,,209.0,Taverna el Glop,41.404895,2.159547,,,,
4.0,"C/ DEL CANÓ, 1",41.40133,2.157444,5.0,,,210.0,La Pepita,41.398016,2.161031,,,,
4.0,"C/ DEL CANÓ, 1",41.40133,2.157444,5.0,,,211.0,Lukumas,41.404807,2.15408,,,,
