,station_lat,station_lon,poi_name,poi_lat,poi_lon
98,41.445046,2.176726,Hiper Bocata,41.440474,2.176766
99,41.445046,2.176726,Belfort Activa,41.441496,2.172989
100,41.445046,2.176726,La Sirena,41.438476,2.176882
101,41.445046,2.176726,Bar Valcano,41.441396,2.172712
102,41.445046,2.176726,La Bodegueta d'en Miquel,41.437243,2.174071
103,41.445046,2.176726,Pizzeria Il Duomo & la Mole,41.442244,2.187161
104,41.445046,2.176726,Plaça Llucmajor,41.437744,2.174401
105,41.445046,2.176726,5 Hermanos,41.444176,2.165909
106,41.445046,2.176726,Mercat de la Guineueta,41.438592,2.170234
107,41.445046,2.176726,Cervecería & Cafetería Viki,41.450123,2.184307
108,41.445046,2.176726,Casa Castro,41.439502,2.170319
109,41.445046,2.176726,Fragola,41.437996,2.173172
110,41.445046,2.176726,Coluxdent Clinica Dental,41.439147,2.179333
111,41.445046,2.176726,Mercadona,41.437597,2.180506
112,41.445046,2.176726,El Abuelo,41.438772,2.175224
113,41.445046,2.176726,La Botigueta del Bon Menjar,41.436599,2.17284
114,41.445046,2.176726,Correos,41.437453,2.175383
115,41.445046,2.176726,Parque Infantil Canyelles,41.443592,2.167995
116,41.445046,2.176726,Mirador de Torre Baró,41.451693,2.178617
117,41.445046,2.176726,Residencia de Gent Gran Trinitat,41.447829,2.184946
118,41.445046,2.176726,Ceip Sant Jordi,41.448665,2.184918
119,41.445046,2.176726,Correos,41.437649,2.175558
120,41.445046,2.176726,Pretoblanc,41.444107,2.185845
121,41.445046,2.176726,Tokio,41.437135,2.175146
122,41.445046,2.176726,Centre D´Educacio Infantil I Primaria Merce Rodoreda,41.445844,2.1862
123,41.445046,2.176726,Daytona,41.443197,2.18576
124,41.445046,2.176726,Casa Angelita,41.437252,2.172719
125,41.445046,2.176726,Turó de Roquetes,41.450511,2.170358
126,41.445046,2.176726,Escola Bressol Municipal Colometa,41.446088,2.186323
127,41.445046,2.176726,Centre D´atencio Primaria Ciutat Meridiana,41.452053,2.173147
128,41.445046,2.176726,Caprabo,41.44282,2.187614
129,41.445046,2.176726,Pecäs Accessories,41.447281,2.186778
130,41.445046,2.176726,Farmacia Seguí i Sala,41.442553,2.187694
131,41.445046,2.176726,E.S. Inmuebles y Estructuras,41.443929,2.188242
132,41.445046,2.176726,Glassmur,41.448742,2.187239
133,41.445046,2.176726,Ibérica de Jamones,41.442557,2.188073
134,41.403856,2.208426,Bar Andalucía,41.40301,2.207488
135,41.403856,2.208426,Palo Alto Market,41.404533,2.210372
136,41.403856,2.208426,Traspaso,41.405087,2.209974
137,41.403856,2.208426,BRKLYN Torrefaction,41.405842,2.205885
138,41.403856,2.208426,Jardins de Josep Trueta,41.404134,2.205044
139,41.403856,2.208426,El Fornet de Can Romà,41.406746,2.207727
140,41.403856,2.208426,La Marea,41.401715,2.210976
141,41.403856,2.208426,Les Petits Plaisirs,41.404611,2.212974
142,41.403856,2.208426,Bitácora Poblenou,41.40105,2.204684
143,41.403856,2.208426,Nollegiu,41.400101,2.205586
144,41.403856,2.208426,Cerveseria l'Alternativa,41.405009,2.203152
145,41.403856,2.208426,Federal,41.399656,2.205785
146,41.403856,2.208426,The Cake Man Bakery,41.400066,2.205541
147,41.403856,2.208426,mésDvi,41.400096,2.205029
148,41.403856,2.208426,Desoriente,41.400724,2.20369
149,41.403856,2.208426,ApriBocca - Italian Restaurant,41.399539,2.205047
150,41.403856,2.208426,Can Oliva,41.407183,2.203426
151,41.403856,2.208426,Baluard Barceloneta,41.402418,2.20146
152,41.403856,2.208426,Nova Mar Bella Beach (Platja de la Nova Mar Bella),41.401874,2.215097
153,41.403856,2.208426,El Tío Che,41.400145,2.202868
154,41.403856,2.208426,Balius Bar,41.402179,2.201564
155,41.403856,2.208426,Dino's Ice Cream,41.40091,2.201478
156,41.403856,2.208426,Melocomo,41.401822,2.201082
157,41.403856,2.208426,Cruixent BCN,41.401818,2.200703
158,41.403856,2.208426,Parc Diagonal Mar (Parc de Diagonal Mar),41.40742,2.214777
159,41.403856,2.208426,La Cervecita Nuestra de Cada Día,41.400385,2.201558
160,41.403856,2.208426,Mar Bella Beach (Platja de la Mar Bella),41.400382,2.212108
161,41.403856,2.208426,Mystery Escape,41.40703,2.202822
162,41.403856,2.208426,Chocolat-Box,41.401421,2.201029
163,41.403856,2.208426,Mammamia,41.402671,2.200081
164,41.403856,2.208426,Parc del Poblenou,41.397117,2.207435
165,41.403856,2.208426,Vrutal,41.398424,2.205084
166,41.403856,2.208426,Skatepark Marbella,41.397796,2.210643
167,41.403856,2.208426,Santagloria,41.400424,2.201804
168,41.403856,2.208426,Recasens,41.40234,2.199762
169,41.403856,2.208426,La Real,41.398516,2.203548
170,41.403856,2.208426,Parc del Centre del Poblenou,41.406713,2.20153
171,41.403856,2.208426,Enrique Tomás - Rambla de Poblenou,41.399474,2.203583
172,41.403856,2.208426,El Menjador de la Beckett,41.404701,2.199454
173,41.403856,2.208426,365 Obrador,41.399889,2.202561
174,41.403856,2.208426,Sala Beckett / Obrador Internacional de Dramatúrgia,41.404701,2.199454
175,41.403856,2.208426,Llevant Beach (Platja de Llevant),41.404462,2.218023
176,41.403856,2.208426,Timesburg,41.400764,2.199716
177,41.403856,2.208426,Kalamata,41.403926,2.198457
178,41.403856,2.208426,Pork & Tuna,41.406317,2.217006
179,41.403856,2.208426,Madrelievito,41.397627,2.203248
180,41.403856,2.208426,Vapiano,41.409859,2.21496
181,41.403856,2.208426,El Pipa,41.399727,2.200245
182,41.403856,2.208426,Hangar,41.408581,2.199539
183,41.403856,2.208426,Little Fern,41.402328,2.197571
184,41.40133,2.157444,Nabucco Tiramisu,41.400462,2.157752
185,41.40133,2.157444,Mr. Kakigori,41.400318,2.157905
186,41.40133,2.157444,La Vermu,41.400087,2.156809
187,41.40133,2.157444,Lluritu 2,41.402141,2.156289
188,41.40133,2.157444,La Xula Taperia,41.402387,2.158577
189,41.40133,2.157444,Syra Coffee,41.400981,2.159596
190,41.40133,2.157444,Messié Pizza 100% Sense Gluten,41.401055,2.159709
191,41.40133,2.157444,Hibernian,41.401977,2.154603
192,41.40133,2.157444,Botafumeiro,41.4004,2.154557
193,41.40133,2.157444,Quinoa Bar Vegetarià,41.402792,2.160063
194,41.40133,2.157444,Haiku,41.401728,2.154101
195,41.40133,2.157444,La Antigua de Mexico,41.403876,2.158428
196,41.40133,2.157444,Cine Verdi,41.403954,2.156811
197,41.40133,2.157444,A Casa Portuguesa,41.403823,2.155991
198,41.40133,2.157444,Verdi Park,41.404377,2.157703
199,41.40133,2.157444,Bar Salvatge,41.404416,2.156316
200,41.40133,2.157444,Can Luc,41.400387,2.153421
201,41.40133,2.157444,Macchina Pasta Bar,41.402995,2.153613
202,41.40133,2.157444,Mercat de la Llibertat,41.399795,2.153573
203,41.40133,2.157444,Be House,41.397919,2.159024
204,41.40133,2.157444,SlowMov,41.398136,2.154765
205,41.40133,2.157444,Old Fashioned,41.398037,2.159761
206,41.40133,2.157444,Chök,41.405256,2.157245
207,41.40133,2.157444,Casa López,41.404733,2.155021
208,41.40133,2.157444,Kibuka,41.404864,2.155841
209,41.40133,2.157444,Taverna el Glop,41.404895,2.159547
210,41.40133,2.157444,La Pepita,41.398016,2.161031
211,41.40133,2.157444,Lukumas,41.404807,2.15408
212,41.40133,2.157444,Parallelo,41.397011,2.156393
213,41.40133,2.157444,Chivuo's,41.40495,2.153926
214,41.40133,2.157444,Bosque Multicines,41.401545,2.151899
215,41.40133,2.157444,Yoi Yoi Gion,41.396509,2.160719
216,41.40133,2.157444,Palau Robert,41.396082,2.159448
217,41.40133,2.157444,Jardins del Palau Robert,41.396003,2.158932
218,41.40133,2.157444,Casa Vicens,41.403482,2.150697
219,41.40133,2.157444,Ramen-Ya Hiro,41.399649,2.164947
220,41.40133,2.157444,The Fish & Chips Shop,41.399407,2.150439
221,41.40133,2.157444,Baluard,41.39654,2.162316
222,41.40133,2.157444,La Papa 2.0,41.396474,2.161906
223,41.40133,2.157444,La Rovira,41.407459,2.15806
224,41.40133,2.157444,Vermuteria Lou,41.40591,2.162397
225,41.40133,2.157444,Café Adonis,41.401239,2.165075
226,41.40133,2.157444,Bar Morryssom,41.399309,2.164925
227,41.40133,2.157444,Massimo Dutti,41.39566,2.161719
228,41.40133,2.157444,Baluard,41.396235,2.163216
229,41.40133,2.157444,Circulo Ecuestre,41.395667,2.154041
230,41.40133,2.157444,Feroz,41.396516,2.150932
231,41.40133,2.157444,Casa Milà,41.39538,2.161868
232,41.40133,2.157444,Can Kenji,41.400368,2.16629
233,41.40133,2.157444,Toma Ya Street Food,41.406293,2.152356
